name,status
Technical Sales International,operating
VikPik,closed
Jimmy Fairly,operating
Access Media 3,operating
Open Drives,closed
Nu-Pulse,operating
Superfish,operating
myAchy,closed
Intelligence Architects,operating
Prefound,closed
China Medicine Corporation,operating
"Givella, LLC",closed
Lumicell,operating
MAINtag,operating
LogicStream Health,operating
Avior Computing,operating
BLiNQ Media,operating
Kitchit,operating
Sound Surgical Technologies,operating
LMI-Vet,operating
Chatwala,operating
Byliner,operating
Foodpanda,operating
MiniBrake,closed
NFi Studios,operating
THERAVECTYS,operating
MaMaMedia.com,operating
Palmetto Veterinary Associates,operating
AgileSource,operating
Mr.Snow,closed
NuPark,operating
Perk,operating
Fonteva,operating
"Power Supply Collective, Inc.",operating
Valet,operating
Liztic LLC,operating
U.S. Photonics,operating
XenoOne,operating
LSQ.io,operating
eCullet,operating
Healthcare IT,operating
Snaptu,operating
GiveNext,operating
S B E,operating
Midverse Studios,operating
CartHook,closed
"Samesurf, Inc.",operating
NHK World,closed
Tugg,operating
Qteros,operating
Book A Boat,closed
myStride,closed
NovoDynamics,operating
Zdorovio,closed
Hoteles y Clubs de Vacaciones SA,operating
Hathaway Renewable Energy,operating
Runic Games,operating
DocRun,operating
Lixte Biotechnology Holdings,operating
Disease Diagnostic Group,operating
Beam Suntory,operating
Walls Holding,operating
Xtellus,operating
e994,operating
Naiscorp Information Technology Services,operating
TrustaFact,operating
Bloom & Wild,operating
Green Leaf Children,closed
Mill Creek Life Sciences,operating
Droid system master,operating
Marc & Spring,closed
Hover 3D,operating
MRxonline,operating
Ways to Wellness,operating
Movellas,operating
EcoVadis,operating
WellnessFX,operating
Wazzap,operating
Xevo,operating
Bquate,closed
Sanlorenzo,operating
PLC Systems,operating
GOOD,operating
Kingnaru Entertainment,operating
SSP Europe,operating
Spinal Restoration,operating
Remitly,operating
Everimaging Technology,operating
RunSignUp.com,operating
Alliance of Angels,closed
iDiscount Ltd,closed
Knoware,closed
kenxus,operating
Enxue.com,closed
Open Harbor,operating
Advanced Inquiry Systems Inc.,operating
Choose Energy,operating
BinWise,operating
Kuehnle Agrosystems,operating
Gaston Labs,operating
PWRF,operating
Darby Smart,closed
Somna Therapeutics,operating
Springlane GmbH,operating
Qwiki,operating
CrowdClock,operating
Kigo,operating
wrkbench.io,operating
Dwellxchange Inc.,closed
Maiden Media Group,operating
Lab Sensor Solutions,operating
Loaded Pocket,operating
CGI Pharmaceuticals,operating
Upverter,operating
"Safe Trade International, LLC",operating
"DataScience, Inc.",operating
Structured Polymers,operating
Unite Technologies,operating
Pelago,closed
Medgenome Labs,operating
Ludium Lab,operating
Kada Systems,operating
Pop Products,closed
ONE Change,operating
Energy Curb,operating
Brighton Biotech,operating
NeoZeo,operating
Dapper,operating
Applika,operating
Upclique,operating
xzoops,operating
ImpactGames,operating
Imonomi,operating
Ecosphere Technologies,operating
Garpun,closed
Comeet,operating
Precision Repair Network,operating
ON DEMAND Microelectronics,operating
Delivery Hero,closed
Echo Global Logistics,operating
Seculert,operating
DCITS,closed
Region BV,operating
C3RS,closed
Snapplify,operating
Sekal AS,operating
Bizo,operating
livelocal,operating
Novavax,operating
Likeastore,closed
TASCET,operating
Lunagames,operating
6Wunderkinder / Wunderlist,operating
Sword Diagnostics,operating
WaveMetrix,operating
Overdog,operating
DutyCalculator,operating
Reliance Globalcom,operating
ImageVision,operating
Guterman Partners,closed
Happiness,operating
Scannibal,closed
ChalkRow,operating
Proxeon,operating
Global New Media,operating
Austin Logistics Incorporated,operating
Somaxon Pharmaceuticals,operating
Rehabtics,operating
M8 Media & Tech LLC.,operating
Local Magnet,operating
CloudMade,operating
Loop54,operating
Rise Art,operating
Trellia Networks,operating
Easel,closed
TRIRIGA,operating
wayve,operating
Sensics,operating
Site9,operating
Optimer Pharmaceuticals,operating
6D Global Technologies,operating
Axonify,operating
Signal,operating
Neuronex,operating
The Industry's Alternative,operating
MasterCourses,operating
Selexys Pharmaceuticals Corporation,operating
J Squared Media,operating
Kahuna,operating
InfiniDB,operating
Scranton Gillette Communications,operating
Pentadyne Power Corporation,operating
Fortressware,operating
Synchronized,closed
High There!,closed
SNAPP',operating
Hale Hau'oli Adult Day Care,closed
Pepperfry.com,operating
Ninebot,operating
DarwinSuzsoft,operating
Express KCS,operating
Graylog,operating
Mecenato,operating
Art Sumo,operating
Pushfor,closed
Population Genetics Technologies,operating
AppMyDay,closed
Sunlight Photonics,operating
AntCor,operating
Optifreeze,operating
registracija vozila,operating
Calista Technologies,operating
RyMM Education,operating
Cardion,operating
Billfish Software,operating
Alcyone Lifesciences,operating
Body Central,operating
"Cranium Cafe, LLC",operating
Trepup,closed
Staxxon,operating
A Place for Rover,closed
Thing Labs,operating
Vayable,operating
Calysta Energy,operating
Chariot,closed
Menias,closed
Stheno Corporation,closed
Sterilucent,operating
Cerberus Co.,operating
VChain Solutions,operating
Aloqa,closed
WellO2,operating
Resumesimo.com,operating
Whispto,closed
Active Scaler,operating
meracareerguide.com,operating
Movimento Group,closed
Abimate.ee,closed
LUXA,operating
Sitecert,closed
RentHop,operating
Alion Energy,operating
AdsLinked™,closed
Silverback Systems,operating
SonoMedica,operating
Gecko,operating
Dblur Technologies,operating
SoftPay Mobile,closed
Travtar,operating
Thames Card Technology,operating
Clerky,operating
Servio,operating
Signature Contracting Services,operating
Wires,closed
AkesoGenX,operating
Virtual Intelligence Technologies,closed
Pamlico Biopharma,operating
Taxon Biosciences,operating
Therachon,closed
Avox,operating
Sapheon,operating
Wave Semiconductor,operating
Derby Games,operating
Vera Whole Health,operating
Health Outcomes Worldwide,operating
RedOak Logic,operating
Doris & Dicky,closed
Anpac,closed
Everfi,operating
BeOnDesk,operating
PriceSpot,operating
Aqdot,operating
Cima NanoTech,operating
Top10,operating
American Hometec,operating
Roostify,closed
Ruckus,closed
Veridicus Health,operating
Next Games,operating
Alamak Espana Trade,operating
Publicfast,operating
Typerings.com,operating
Triplejump Group,operating
ValueClick,closed
Waste Ventures,closed
Ashmanov & Partners,closed
Sensee,operating
Publer,closed
Continuum Managed Services,operating
Tempi.do,closed
PolyMedix,operating
Spreaker,operating
AgriSync,closed
TheOfficialBoard,operating
Revnetics,operating
DMOD,operating
Qorkz,closed
Acacia,operating
bVisual,operating
DigitalTown,operating
ElastiMed,operating
Tata’s Natural Alchemy,operating
Gigturn,operating
"CompuTEK Industries, LLC.",operating
Corium International,operating
Admitly,operating
Sharewire,operating
Autocus,operating
dotHIV,operating
TeraLogic,closed
KIHEITAI,operating
Nordic Windpower,operating
Fashism,operating
SparkBase,operating
Miss Limpeza,operating
Deenty,operating
PamGene,operating
SPH Plug & Play,closed
Arclight Media Technology,operating
Higgle,operating
PictureIQ,operating
Banke,closed
Displr,operating
SeaDragon Software,closed
Beauty Noted,operating
MisFit Juicery,closed
VoyagerMed,closed
AuraLife,operating
LastRoom,operating
Clumpling,closed
H2HCare,operating
Scopis,operating
GO1,closed
OnForce,operating
investiere | Verve Capital Partners AG,operating
TriOviz,operating
CollegeZen,operating
Incentive Logic,operating
T-Quad 22,operating
StuffBuff,operating
KSK Power Venture,operating
Unified Inbox,operating
OpenBuildings,operating
Faves,operating
TiZKKA,operating
Linkfire,closed
Renovis Surgical Technologies,operating
Gweepi Medical,operating
BYNDL Inc.,operating
Phoenix Enterprise Computing Services,operating
Mobile,operating
365net,operating
Mobbr Crowd Payments,operating
Teach Me To Be,operating
Priceline,closed
RoboCent,operating
Piedmont Pharmaceuticals,operating
Darwinex,operating
Quo Nightlife App,operating
Ultraprise Loan Technologies,closed
Reniac,operating
Heels.com.ng,operating
Konsula,closed
Perpetuelle.com,closed
Trusted Insight,operating
Opentopic Inc,operating
MembraneX,operating
Invodo,operating
WatchFit,operating
RECOMY.COM,operating
Lending Works,operating
Student&Go,operating
Fit Fugitives,operating
FlipFlic,closed
Net-Marketing Corporation,operating
Extricom,operating
fav.or.it,operating
Paradise Waikiki Shuttle,operating
Space Market,operating
Eugro,operating
Technauts,operating
Wealshire of Bloomington,operating
The Odyssey,operating
Schumon & Co.,closed
Vinculum Solutions,operating
SeaMicro,operating
Entaire Global Companies,operating
Bee Smart Technologies,closed
Seyann Electronics Ltd.,closed
Trainer Rx,operating
Lozo,closed
Fetise.com,closed
Health News,operating
Contractually,operating
Canevaflor,operating
ABILITY Network,operating
AppAddictive,operating
Marcadia Biotech,operating
HighJump Software,operating
SGRECX,closed
Spacedeck,operating
Powerhouse Biologics,operating
Cedip Infrared Systems,operating
Kraken Bitcoin Exchange,operating
Prixtel,operating
No Chains,operating
JusticeBox,operating
Draper James,operating
Syllabuster,operating
InfraReDx,operating
Ionix Pharmaceuticals,operating
ilustrum,operating
Infoniqa Group,operating
OmniEarth,closed
ARS-ATD,closed
Realtime Worlds,operating
TapImmune,operating
Matisse Networks,operating
Veeam Software,operating
DSSV,closed
TalkLife,operating
NewSouth Communications,operating
BlackBridge,operating
Yana,closed
River Cities Technology LLC,closed
Demandware,operating
Stiki Digital,closed
Legions,closed
GRIDiant Corporation,operating
"Salus Novus, Inc.",operating
Cloudike,operating
Muses Labs,closed
The London Distillery Company,operating
MakeLeaps,operating
NanoMas Technologies,operating
Innovectra,operating
Triptrotting,operating
Runa Tea,operating
Idomoo,operating
Ubzerv,closed
Redwood Bioscience,operating
Blendagram,operating
Welsh ICE,operating
Codeship,operating
Emmaus Medical,operating
Marketware,operating
LuRenJia,closed
BugBuster,operating
Buckley & Brown,closed
Innoviti,operating
Massive Health,operating
Karma Gaming,operating
Monkey Analytics,operating
Xanoptix,operating
CellCeuticals Skin Care,operating
Sixty Second Parent,operating
Switchboard Sally,operating
MediaRoost,operating
VolunteerSpot,operating
LineGard Med,closed
Collaborizm,operating
Qweboo,operating
Guide Financial,operating
Seismic Software,operating
MiFi,closed
Dragonfly Systems,closed
Retas Medical Assistance,operating
Adfaces,operating
Kamelio,operating
Chatterfly,operating
Universal Avenue,closed
Reaching Our Outdoor Friends (ROOF),operating
LP Amina,operating
Stalkthis,operating
EA Fruits Farm,operating
Massachusetts Institute of Technology - MIT,operating
Snapeee,closed
metraTec,operating
Laser Tissue Welding,closed
Novapost,operating
Ferus Bestia,operating
TraderTools,operating
App Media,closed
Instamour,operating
Sense360,closed
SpeakSoft,closed
Precognate,operating
Real Time Wine,operating
Orbit Media,closed
Sigma Pensions,closed
Harmonix Music Systems,operating
Be my eyes,operating
Navigat Group,operating
DTF Technology,operating
QuVa Pharma,closed
Adaptivity,operating
ChangeTip,operating
Initial State Technologies,operating
Zooz,operating
Icarus Ascending,operating
Core Competence,closed
Colizer,operating
Gogoyoko,operating
Beagle Bioinformatics,operating
Yonja Media Group,operating
Notable Labs,operating
AromaPass,closed
ConCloud,operating
MRI Steel Framing,operating
Extreme Fliers,operating
Great East Energy,operating
Rx Networks,operating
National Transportation Exchange,operating
Motion Math,operating
CXR Biosciences,operating
Enlighted,operating
Bunkspeed,closed
Solumax,operating
AIO Robotics,operating
My Hood,operating
Notal Vision,operating
"Ariosa Diagnostics, Inc.",operating
Brix Networks,operating
Augmentix,operating
NAVX,operating
Modbook,operating
Ztail,operating
Renewal Technologies,operating
Spikes Cavell & Co,operating
ReelGenie,operating
ObserveIT,operating
Siamosoci,operating
Mosaic Storage Systems,operating
Jibo,operating
streamdata.io,operating
Much Better Adventures,operating
Forever,operating
"Vestorly, Inc.",operating
InThrMa,operating
Curiyo,operating
KEMOJO Trucking,operating
Glaciar Music,closed
Clusterpark,operating
Swissmed Mobile,operating
Veeip,operating
WT InfoTech,operating
Broadband Access Systems,closed
Smart Loyalty,operating
Blausen Medical,operating
AxoGen,operating
SynapSense,operating
PupMunch,closed
Capcom,operating
Waste Remedies,operating
Worship Arts Conservatory,operating
GlobeOp Financial Services,operating
NewHive,operating
Locate Special Diet,operating
GW Pharmaceuticals,closed
Kapta,operating
Elemental LED,operating
North Alabama Robotic Systems,closed
Dotmach,closed
AF83,operating
Via optronics,operating
Bwom,closed
Buzz Media,operating
Vyant Technologies,closed
Mininavident,closed
Brainiac TV,operating
Rivet News Radio,operating
SoStupid.com,operating
TERMINALFOUR,operating
Encover,operating
Sense,operating
International Youth Organization,operating
Clean Membranes,operating
Book of Odds,operating
Branham properties,closed
Achvr,operating
Califia Farms,operating
REGISTRAT-MAPI,operating
Elematics,operating
Global Rig Strategies,operating
Metromile,operating
Evain,operating
Kast,operating
OZZ Electric,operating
Arteris,operating
Yuggler,operating
Telefactor Robotics,operating
Press Box,closed
Colombio,closed
Intradiem,operating
Signpost,operating
Autocosta,operating
Liquavista,closed
Tokamak Solutions,operating
MyMoneyPlatform,operating
Bluedice Studio,closed
Enterprise Therapeutics,operating
Cell Guidance Systems,operating
MediaWorks,operating
Siesta Medical,operating
PipelineDB,operating
MyVR,operating
Intertwine,operating
GunUp,operating
In-Store Media Company,operating
Empire Genomics,operating
Corlytics,operating
SABIA,operating
SpecifiedBy,operating
SphynKx Therapeutics,operating
Socialize,closed
Deep Genomics,closed
Biotech Varsovia Pharma,closed
Practice Management e-Tools,operating
Nordic River,operating
BioSculpture Technology,operating
UIEvolution,operating
#HASHOFF,operating
VGTel,operating
Gemfire,operating
LUVHAN,closed
Inhibitex,operating
Livekick,operating
FitBionic,operating
Showzee,closed
The Poker Barrel,operating
rVita,operating
VRCHIVE,closed
SNSplus,closed
500px,operating
Cibecs,operating
inCyte Innovations,operating
CoachUp,operating
Neteven,operating
NG1Technologies,closed
Texas Instruments,operating
Shop Points,closed
STAND Technologies,closed
Matomy Market,closed
Cellworks,operating
Hatteras Networks,operating
Open Energi,operating
Lattice Power,operating
FamilyFinds,operating
Homer Logistics,operating
RICS Software,operating
"Brightleaf Solutions, Inc.",closed
Hearts For Art,operating
Impressto,operating
Universal Biosensors,operating
Evikon MCI,operating
Always Prepped,operating
Boundless Network,operating
AtriCure,operating
S CAP Consultancy,operating
Nse Industry,operating
BeiBei,closed
Therapydia,operating
Aliveshoes,operating
